"region","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"West","Curry","NM",NA,NA,32,42207,8.399999619,6,4.800000191,3274,13.69999981,24125,2.099999905,29.29999924,54.09999847,16.29999924,75.58935547,6.892221451,29.93105316
"West","De Baca","NM",NA,NA,1,2252,-8.100000381,11.39999962,11.10000038,0,11.39999962,19464,14.30000019,38.09999847,44.40000153,17.20000076,93.5612793,0.088809945,52.61989212
"West","Dona Ana","NM",4100,NA,39,135510,52.20000076,5.5,3.299999952,6487,21.89999962,24720,1,45,36.90000153,17.39999962,91.08847809,1.602833748,32.63006592
"West","Eddy","NM",NA,NA,12,48605,6.800000191,8.399999619,6.800000191,3778,10.89999962,27310,1.700000048,40.70000076,40.20000076,18.79999924,81.46692657,1.699413657,37.44882202
"West","Grant","NM",NA,NA,7,27676,9.199999809,8.399999619,5.699999809,4110,16.39999962,24363,0.899999976,54.5,28.39999962,16.39999962,93.02283478,0.495013744,37.133255
"West","Guadalupe","NM",NA,NA,1,4156,-9.300000191,6.800000191,6.900000095,0,6.099999905,15505,4.400000095,58.29999924,32.90000153,8.199999809,74.01347351,0.288739175,50.5774765
"West","Harding","NM",NA,NA,0,987,-8.699999809,11.10000038,9.699999809,714,15.69999981,22865,22.20000076,39.5,46,14.5,79.73657227,0.202634245,68.69300842
"West","Hidalgo","NM",NA,NA,2,5958,-1.600000024,6.5,5,0,11.69999981,27090,3.900000095,43,37.59999847,19.10000038,91.59114075,0.184625715,38.85531998
"West","Lea","NM",NA,NA,13,55765,1.200000048,6.400000095,4.199999809,6259,11.5,26620,0.899999976,30.89999962,48.59999847,19.79999924,82.16085052,4.682148457,29.24952888
"West","Lincoln","NM",NA,NA,3,12219,19.29999924,9.800000191,5.800000191,5119,16.10000038,23988,2.400000095,29.5,45.59999847,24.39999962,91.45593262,0.531958401,47.93354797
"West","Los Alamos","NM",7490,NA,166,18115,3.299999952,6.800000191,2.400000095,1902,53.40000153,60798,0,36.59999847,40.59999847,22,94.19818115,0.529947579,58.74689484
"West","Luna","NM",NA,NA,7,18110,26.5,12.19999981,8,5918,11.10000038,17374,1.5,42,34.5,23,89.98895264,1.397018194,34.63280106
"West","McKinley","NM",NA,NA,12,60686,15.30000019,3.700000048,2.599999905,13444,11.10000038,17861,0.899999976,60.59999847,30.39999962,8.399999619,21.90785408,0.48610881,25.59239388
"West","Mora","NM",NA,NA,2,4264,1.299999952,8,6.699999809,827,14.19999981,17853,15.19999981,64.19999695,27.60000038,7.800000191,56.82457733,0.046904314,56.77767181
"West","Otero","NM",NA,NA,8,51928,16.10000038,5.800000191,3.299999952,5200,15,25409,1,33.20000076,46.20000076,20.10000038,79.55823517,5.305422783,31.20281982
"West","Quay","NM",NA,NA,4,10823,-1.100000024,9.300000191,7.400000095,8067,9.899999619,22325,5.5,41,41,17.60000038,74.20308685,1.395176888,39.62857056
"West","Rio Arriba","NM",NA,NA,6,34365,19.20000076,5.699999809,4,0,10.30000019,21144,0.899999976,67.90000153,23.20000076,8.5,70.77841187,0.401571363,33.58649826
"West","Roosevelt","NM",NA,NA,7,16702,11.30000019,7.5,6.099999905,3833,18.10000038,22663,7.5,33.29999924,49.40000153,16.70000076,79.73296356,1.323194861,38.99533081
"West","Sandoval","NM",200,NA,19,63319,99.90000153,6.400000095,3.700000048,2343,19.10000038,31126,0.300000012,46.5,36,16.79999924,68.60500336,1.482967138,37.23052979
"West","San Juan","NM",NA,NA,17,91605,16.79999924,4.800000191,2.900000095,5024,12.30000019,25289,1,37.29999924,44.29999924,17.70000076,56.55368042,0.468315035,33.05605698
"West","San Miguel","NM",NA,NA,6,25743,16.39999962,6.400000095,5.199999809,0,16.20000076,19783,1.100000024,65.90000153,23.29999924,10.30000019,63.67556381,0.660373688,36.46428299
"West","Santa Fe","NM",7490,NA,55,98928,39.29999924,6.099999905,4,196,32.29999924,34073,0.200000003,63.40000153,22.60000038,13.19999981,80.25028229,0.621664226,43.38205719
"West","Sierra","NM",NA,NA,2,9912,16.5,17.39999962,14.10000038,5905,8.5,20292,3.299999952,40.09999847,35.40000153,23.89999962,93.3615799,0.393462479,44.57223511
"West","Socorro","NM",NA,NA,2,14764,19.20000076,6.199999809,4.199999809,4402,17.10000038,23653,4.699999809,47.79999924,35.90000153,15.10000038,77.37062836,0.77214849,41.2354393
"West","Taos","NM",NA,NA,11,23118,24.5,6.300000191,4.699999809,4164,18.5,20049,0.800000012,66,21.20000076,12.19999981,72.96479034,0.27251491,46.20209503
"West","Torrance","NM",NA,NA,3,10285,42.90000153,6.800000191,4.599999905,1367,10.89999962,22876,3.200000048,39.90000153,40,19.39999962,87.02965546,0.418084592,40.51531219
"West","Union","NM",NA,NA,1,4124,-14.5,9.5,8.5,4610,12,22482,18.70000076,28,52.59999847,19.10000038,96.16876984,0.048496604,44.95635223
"West","Valencia","NM",200,NA,45,45235,57,6.300000191,3.799999952,6167,12.10000038,27318,0.800000012,44.70000076,37.59999847,17.29999924,77.455513,1.105338812,37.06864166
"Northeast","Albany","NY",160,NA,559,292594,2.400000095,8.100000381,6.599999905,5128,28.29999924,41670,0.200000003,51.90000153,31.79999924,15.5,89.06402588,8.442415237,53.09643936
"Northeast","Allegany","NY",NA,NA,50,50470,-0.600000024,7.199999809,6.199999809,2687,15.60000038,28056,3.400000095,25.89999962,48,25.10000038,98.41490173,0.604319394,37.08935928
"Northeast","Bronx","NY",5602,5600,28443,1203789,2.200000048,6.199999809,5.400000095,0,12.19999981,25479,0,73.69999695,20.70000076,4.900000095,35.72694397,37.33203888,25.37487793
"Northeast","Broome","NY",960,NA,301,212160,-0.600000024,8.5,6.5,3491,20.70000076,35824,0.400000006,43.5,34.70000076,21.29999924,95.65846252,2.04232645,47.06165314
"Northeast","Cattaraugus","NY",NA,NA,65,84234,0,8.100000381,6,3137,12.80000019,28178,3,28.89999962,39.70000076,30.39999962,96.26873016,0.898687005,41.66013718
"Northeast","Cayuga","NY",8160,NA,119,82313,3.5,8,6,3091,13,32736,3.5,36.70000076,33.79999924,28.79999924,95.14900208,3.63855052,43.33580399
"Northeast","Chautauqua","NY",3610,NA,133,141895,-3.599999905,8.5,7.199999809,3636,14.19999981,29926,3,36.09999847,33.79999924,29.39999962,96.06469727,1.694915295,44.24750519
"Northeast","Chemung","NY",2335,NA,233,95195,-2.5,8.800000191,6.300000191,4882,15.39999962,32014,0.5,38.59999847,41.09999847,19.10000038,92.83050537,5.509743214,41.11035156
"Northeast","Chenango","NY",NA,NA,58,51768,5.800000191,7.800000191,6.099999905,2389,13.10000038,30388,3.5,36.79999924,37.20000076,24.60000038,98.4701004,0.741770983,42.08584595
"Northeast","Clinton","NY",NA,NA,83,85969,6.5,5.400000095,4.199999809,2913,16.5,31833,1.5,40.29999924,42.09999847,16.79999924,93.748909,4.355058193,37.20759964
"Northeast","Columbia","NY",NA,NA,99,62982,5.900000095,9,7.400000095,3678,18.5,35144,2.599999905,39.09999847,39.79999924,20.10000038,95.08907318,3.875710487,46.13381577
"Northeast","Cortland","NY",NA,NA,99,48963,1.299999952,6.699999809,5.400000095,4334,18.20000076,32517,2.5,37.5,37.29999924,24.39999962,98.30280304,0.710740745,42.58521652
"Northeast","Delaware","NY",NA,NA,33,47225,1.5,9.300000191,7.099999905,2517,13.19999981,28554,3.900000095,34.79999924,43,21.5,98.0561142,1.00794065,43.47273636
"Northeast","Dutchess","NY",5602,2281,328,259462,7.300000191,6.400000095,5,3529,24.79999924,49305,0.5,36.09999847,40.5,22.79999924,88.33432007,8.39737606,44.44889832
"Northeast","Erie","NY",1280,NA,931,968532,-4.300000191,9,6.199999809,5689,20,35061,0.200000003,43.5,28.70000076,27.29999924,85.89318848,11.34211349,46.61652756
"Northeast","Essex","NY",NA,NA,21,37152,3.700000048,8.300000191,6.400000095,2590,15.80000019,29809,0.899999976,35.40000153,43.59999847,19.89999962,96.04328156,2.828918934,51.06858444
"Northeast","Franklin","NY",NA,NA,29,46540,6.800000191,7.400000095,5.5,2383,11.69999981,26328,2.5,41.70000076,36.09999847,21,90.02363586,3.740868092,39.4606781
"Northeast","Fulton","NY",NA,NA,109,54191,-2.099999905,9.199999809,7.300000191,3948,11.39999962,28998,0.699999988,36.79999924,40,22.39999962,98.02550507,1.193925142,42.15644836
"Northeast","Genesee","NY",6840,NA,123,60060,2.400000095,7.699999809,5.900000095,2906,14,35482,2.599999905,30.79999924,44.5,23.60000038,96.46520233,1.773226738,43.65967178
"Northeast","Greene","NY",NA,NA,72,44739,13.5,8.699999809,7.199999809,3621,13.39999962,32603,1,32.70000076,44.29999924,22.10000038,92.99045563,4.850354195,47.36359787
"Northeast","Hamilton","NY",NA,NA,3,5279,6.900000095,10.69999981,6.400000095,2982,15.10000038,27284,0.400000006,25.20000076,53.40000153,20.79999924,99.39382172,0.227315784,72.30535889
"Northeast","Herkimer","NY",8680,NA,47,65797,-0.800000012,9.800000191,7.099999905,2150,12.89999962,28718,2.099999905,36.29999924,40.29999924,22.89999962,99.22184753,0.285727322,45.5020752
"Northeast","Jefferson","NY",NA,NA,89,110943,28.89999962,6.099999905,4.800000191,2752,13.60000038,29535,2,35.79999924,38,25.29999924,91.17925262,5.859766006,33.73443985
"Northeast","Kings","NY",5602,5600,32428,2300664,2.5,7,5.400000095,9265,16.60000038,30033,0,70.69999695,22.89999962,5.699999809,46.87990189,37.9153595,25.27939796
"Northeast","Lewis","NY",NA,NA,22,26796,9.600000381,6.800000191,5.199999809,1000,10.5,29208,7,33.29999924,37.20000076,28.70000076,98.78340149,0.421704739,41.17032242
"Northeast","Livingston","NY",6840,NA,100,62372,11.10000038,6.300000191,4.900000095,3056,18.10000038,36479,3.099999905,32.29999924,45.20000076,21.5,96.16975403,2.425767899,42.98884201
"Northeast","Madison","NY",8160,NA,108,69120,9.100000381,6.699999809,4.800000191,2619,18.20000076,33644,2.799999952,34.79999924,38.90000153,25.5,97.62876129,1.087962985,42.00376129
"Northeast","Monroe","NY",6840,NA,1099,713968,3.200000048,7.099999905,5.400000095,6109,26.29999924,42625,0.200000003,41.59999847,39.40000153,18.60000038,84.08332062,11.9110384,47.67286301
"Northeast","Montgomery","NY",160,NA,129,51981,-2.599999905,10.80000019,8.600000381,1683,10.80000019,29252,2.900000095,40.59999847,37.5,21.39999962,96.52180481,0.854158223,45.09917068
"Northeast","Nassau","NY",5602,5380,4540,1287348,-1.5,9,5.199999809,3343,30,60619,0,46.40000153,40.5,12.69999981,86.62141418,8.626805305,47.33187866
"Northeast","New York","NY",5602,5600,52432,1487536,4.300000191,7.199999809,6.099999905,0,42.20000076,36831,0,78.30000305,15.89999962,5.199999809,58.29956436,21.98044205,35.74723434
"Northeast","Niagara","NY",1280,NA,424,220756,-2.5,9,6.099999905,4259,13.60000038,33900,0.800000012,36.90000153,31.5,31.20000076,93.00222778,5.482976913,43.75147247
"Northeast","Oneida","NY",8680,NA,208,250836,-0.5,8.899999619,6.599999905,3668,16.70000076,32557,1.100000024,37.79999924,40.40000153,21,92.67449951,5.446187973,43.19236374
"Northeast","Onondaga","NY",8160,NA,607,468973,2.099999905,7.5,5.5,4939,24.39999962,38816,0.400000006,42.20000076,36.09999847,21,89.24458313,8.043959618,45.82054901
"Northeast","Ontario","NY",6840,NA,151,95101,9.800000191,7.5,5.599999905,2751,19.5,38431,1.899999976,35.79999924,42.29999924,21.29999924,97.02632141,1.806500435,47.20139694
"Northeast","Orange","NY",5602,5660,387,307647,21.60000038,5.900000095,4.5,3554,19.5,44039,0.600000024,37.5,43.70000076,18.39999962,88.93309784,7.223538876,39.82486343
"Northeast","Orleans","NY",6840,NA,112,41846,13.60000038,7.199999809,5.400000095,3128,10.69999981,32594,3.599999905,29.39999962,44.59999847,25.5,91.49739838,6.581274033,40.02532959
"Northeast","Oswego","NY",8160,NA,131,121771,9.600000381,6.300000191,4.400000095,2931,12.89999962,33888,1.200000048,33.40000153,36.40000153,29.20000076,98.47171783,0.508331239,41.82522964
"Northeast","Otsego","NY",NA,NA,61,60517,3.200000048,8.199999809,6.900000095,2262,19.89999962,30466,3.5,39.40000153,38.09999847,22,97.67668915,1.338466883,43.96450424
"Northeast","Putnam","NY",5602,5600,377,83941,12.89999962,5,4,1859,27.79999924,58892,0,34,45.90000153,19.39999962,97.48156738,1.013807297,49.15714645
"Northeast","Queens","NY",5602,5600,17834,1951598,3.200000048,8.300000191,6.400000095,0,20.60000038,40426,0,62.90000153,28.29999924,8.300000191,57.8598671,21.68535805,28.48721886
"Northeast","Rensselaer","NY",160,NA,239,154429,2.900000095,7.5,5.699999809,3445,19.5,38899,0.899999976,39.90000153,38.79999924,20.39999962,94.66939545,3.347816706,48.29339218
"Northeast","Richmond","NY",5602,5600,6674,378977,11.10000038,6.599999905,4.599999905,0,20.70000076,50664,0,38.5,47.90000153,13.30000019,84.97692108,8.082284927,38.98917389
"Northeast","Rockland","NY",5602,5600,1555,265475,4.400000095,5.699999809,4.400000095,2791,33,60479,0,46.59999847,40.70000076,12.30000019,83.94688416,9.970053673,45.89170456
"Northeast","St. Lawrence","NY",NA,NA,42,111974,-0.5,6.900000095,5.199999809,3426,15.10000038,29004,2.599999905,43,32.79999924,23.10000038,96.6920929,1.447657466,37.79180908
"Northeast","Saratoga","NY",160,NA,232,181276,22.5,6.199999809,4.099999905,2902,25.20000076,41936,0.800000012,36.79999924,41.09999847,21.29999924,97.58765411,1.256647348,49.54323959
"Northeast","Schenectady","NY",160,NA,728,149285,0.100000001,9.199999809,7.300000191,4247,23,38793,0.200000003,43.79999924,35.5,20.10000038,93.67518616,4.252269268,49.48186493
"Northeast","Schoharie","NY",160,NA,52,31859,9.399999619,8.100000381,6.099999905,2314,14.39999962,30215,3.400000095,35.29999924,40.09999847,23.5,97.60507202,1.343419433,44.40503311
"Northeast","Schuyler","NY",NA,NA,57,18662,6.900000095,8.100000381,6.099999905,3112,13.60000038,29512,3,34.90000153,39.29999924,25,98.34423065,0.841281772,43.93419647
"Northeast","Seneca","NY",NA,NA,103,33683,-0.600000024,8.399999619,6.400000095,2439,14.19999981,33281,3.599999905,38.79999924,36.29999924,24.39999962,97.17364502,1.597244859,44.45566177
"Northeast","Steuben","NY",NA,NA,72,99088,0.899999976,8.399999619,6.099999905,3538,14.39999962,30213,3.200000048,29.10000038,47.70000076,22.60000038,97.93214417,1.163612127,41.78911591
"Northeast","Suffolk","NY",5602,5380,1469,1321864,4.199999809,6.300000191,4.5,5029,23,53247,0,38.90000153,40.40000153,19.89999962,90.04821777,6.272203445,42.96606827
"Northeast","Sullivan","NY",NA,NA,73,69277,8.5,8.600000381,6.099999905,4571,14.39999962,33884,1,43.40000153,36,20,88.41029358,8.493439674,45.664505
"Northeast","Tioga","NY",960,NA,103,52337,7.199999809,6.400000095,4.5,2273,18,36023,2.400000095,33.79999924,40.29999924,25.39999962,98.39692688,0.599957943,44.07015991
"Northeast","Tompkins","NY",NA,NA,200,94097,9.5,5,4,5151,41.70000076,37874,1.200000048,55.70000076,27.70000076,16.10000038,90.19841003,3.328480244,44.2713356
"Northeast","Ulster","NY",NA,NA,150,165304,7,7.300000191,5.699999809,2905,21.60000038,40072,0.899999976,40.70000076,36.20000076,22.20000076,92.63538361,4.872840405,48.89234543
"Northeast","Warren","NY",2975,NA,70,59209,10.30000019,8.100000381,6.300000191,4579,19.39999962,35492,0.200000003,34.09999847,42.59999847,22.29999924,98.72148132,0.508368671,48.58551788
"Northeast","Washington","NY",2975,NA,72,59330,10.30000019,7.599999905,5.5,2522,11.60000038,32473,3.599999905,33.5,41,24.39999962,95.57559204,3.456935883,42.36473846
"Northeast","Wayne","NY",6840,NA,151,89123,8,6.5,5,3465,14,37332,3.200000048,30.20000076,45.79999924,23.39999962,95.38951874,3.133871078,44.10309219
"Northeast","Westchester","NY",5602,5600,2037,874866,1.799999952,8,6.400000095,4330,35.29999924,58862,0,48.70000076,40.09999847,10.5,79.36164093,13.73867512,43.29977417
"Northeast","Wyoming","NY",NA,NA,73,42507,9,6.900000095,5.199999809,2921,9.699999809,31452,6,24.70000076,44.70000076,29.5,93.47872162,4.858023167,38.52071381
"Northeast","Yates","NY",NA,NA,69,22810,8.199999809,8.300000191,7,2961,15,29034,7.300000191,32.09999847,43.29999924,23.29999924,98.64533234,0.648838222,44.24375153
"South","Alamance","NC",3120,NA,258,108213,11.80000019,8.899999619,5.900000095,4259,14.60000038,32810,1.399999976,36.29999924,48.29999924,15.10000038,79.81758118,19.24168015,39.46014023
"South","Alexander","NC",3290,NA,108,27544,12.89999962,6.599999905,4.5,2390,7.900000095,30275,2.5,35.59999847,49.59999847,14.69999981,93.18544769,6.073917866,49.46994019
"South","Alleghany","NC",NA,NA,41,9590,0.899999976,10.39999962,8.199999809,1775,9,22431,6,48,39.20000076,12.69999981,97.37226105,1.845672607,49.32221222
"South","Anson","NC",NA,NA,44,23474,-8.199999809,9,6.699999809,4597,7.300000191,25838,3.299999952,61.70000076,27.29999924,10.80000019,52.24503708,47.31192017,36.37641525
"South","Ashe","NC",NA,NA,53,22209,0.5,9.5,7.699999809,1595,8.100000381,22695,7.300000191,41.79999924,47,11,98.87882996,0.648385763,49.8446579
"South","Avery","NC",NA,NA,60,14867,3.5,8.600000381,6,1873,12.39999962,24154,4.099999905,25.89999962,57.40000153,16.5,98.1771698,1.062756419,45.65144348
"South","Beaufort","NC",NA,NA,52,42283,6.5,8.699999809,6.199999809,5026,10.80000019,26010,3.099999905,40.29999924,45.90000153,13.60000038,68.46486664,31.20402908,37.79296494
"South","Bertie","NC",NA,NA,29,20388,-3.400000095,8.699999809,5.900000095,2558,8,21537,5.5,65,26,8.899999619,38.20875168,61.4626236,33.0733757
"South","Bladen","NC",NA,NA,33,28663,-4.599999905,8.5,5.699999809,4095,7.699999809,22175,5,56,31.60000038,12.30000019,59.05173874,39.07127762,35.50570297
"South","Brunswick","NC",NA,NA,64,50985,52.20000076,10.30000019,4.400000095,2258,10.69999981,27045,1.399999976,45.40000153,39.40000153,15,81.0748291,18.06609726,43.9344902
"South","Buncombe","NC",480,NA,275,174821,12,9.199999809,6.900000095,5394,19.10000038,30889,1.299999952,43.70000076,40.90000153,15.19999981,90.93815613,8.200387955,43.18245697
"South","Burke","NC",3290,NA,153,75744,6.699999809,7.800000191,5.199999809,3239,10.60000038,30647,0.699999988,41.70000076,44.5,13.69999981,91.78416443,6.836184978,39.76816559
"South","Cabarrus","NC",1520,NA,284,98935,20.5,7.800000191,5.400000095,4051,12.30000019,35217,0.600000024,32.90000153,51.70000076,15.19999981,86.20407104,12.9913578,41.56567383
"South","Caldwell","NC",3290,NA,152,70709,5.900000095,7.300000191,4.800000191,4282,8.899999619,30117,0.800000012,35.29999924,49,15.5,94.05591583,5.488693237,36.170784
"South","Camden","NC",NA,NA,26,5904,5.400000095,8.800000191,5.300000191,1633,10.10000038,28687,2.900000095,43.09999847,38.79999924,17.89999962,74.32249451,25.08468819,45.30826569
"South","Carteret","NC",NA,NA,103,52556,33.59999847,9.199999809,5.099999905,4763,16.20000076,30241,0.800000012,36.79999924,47.40000153,15.60000038,90.27513885,8.343481064,41.51571655
"South","Caswell","NC",NA,NA,49,20693,0,8.5,5.800000191,2720,6.599999905,27439,7.800000191,56.5,33.40000153,9.899999619,58.7396698,40.76741028,40.4146347
"South","Catawba","NC",3290,NA,305,118412,15.80000019,7.300000191,4.599999905,5675,14.19999981,33456,0.699999988,33.09999847,51.5,15.19999981,89.83042145,9.026956558,41.72634506
"South","Chatham","NC",6640,NA,59,38759,20.39999962,8.699999809,5.699999809,3892,19.5,32201,4,51.20000076,35.40000153,13.10000038,75.91268921,22.82050705,47.92951202
"South","Cherokee","NC",NA,NA,45,20170,7.599999905,11.30000019,7.599999905,2493,8,22788,1.299999952,42.09999847,45.90000153,11.89999962,95.75111389,1.789786816,43.42092133
"South","Chowan","NC",NA,NA,80,13506,9.300000191,10.30000019,7.300000191,2360,12.19999981,25000,4,47.40000153,36.90000153,15.5,61.81697083,37.66474152,33.36294937
"South","Clay","NC",NA,NA,34,7155,9.899999619,12.5,7.800000191,1334,12.60000038,22750,3.599999905,40.40000153,47.70000076,11.69999981,98.68623352,0.573025882,55.34591293
"South","Cleveland","NC",NA,NA,187,84714,4.199999809,8.100000381,5.5,4962,11.10000038,31281,1.899999976,42.70000076,44.70000076,12.39999962,78.33651733,20.94222832,36.02946472
"South","Columbus","NC",NA,NA,54,49587,-1.600000024,8.199999809,5.199999809,4455,9.100000381,22474,5.900000095,60.59999847,28.89999962,10.39999962,66.34198761,30.61487961,38.14709473
"South","Craven","NC",NA,NA,121,81613,18.20000076,7.300000191,3.900000095,5406,15.10000038,29109,1.299999952,39.5,45.79999924,14.5,71.87580109,25.87332916,30.98403358
"South","Cumberland","NC",2560,NA,425,274566,12.19999981,4.099999905,2.099999905,9047,16.60000038,27966,0.400000006,47,42.09999847,10.5,61.94102859,31.86701965,23.48069382
"South","Currituck","NC",5720,NA,56,13736,33.09999847,7.800000191,4.699999809,2887,8.199999809,31422,2.700000048,36.5,41.29999924,22,87.73296356,11.24781609,38.56290054
"South","Dare","NC",NA,NA,62,22746,77.40000153,8.300000191,4.099999905,8315,21.39999962,34891,0.200000003,36.70000076,40.70000076,22.29999924,95.69155121,3.565462112,47.02365112
"South","Davidson","NC",3120,NA,235,126677,14.69999981,7.300000191,4.699999809,4398,10,32290,1.5,33.09999847,50,16.70000076,89.43691254,9.720786095,39.25337601
"South","Davie","NC",3120,NA,107,27859,15.60000038,8.300000191,5.5,2571,14.69999981,34719,3.700000048,29.70000076,54.90000153,15.39999962,90.43396759,8.90914917,44.46318817
"South","Duplin","NC",NA,NA,50,39995,-0.899999976,8.300000191,5.699999809,3534,6.599999905,24156,8.899999619,49.59999847,38.5,11.89999962,64.82559967,33.15164566,34.37179565
"South","Durham","NC",6640,NA,647,181835,23.5,6.099999905,4.599999905,8375,33.40000153,38578,0.200000003,57.20000076,33.40000153,9.100000381,60.43170929,37.20625687,45.47089386
"South","Edgecombe","NC",6895,NA,111,56558,0.400000006,7.5,4.800000191,6880,8.100000381,26092,2.400000095,56.79999924,31.89999962,11.10000038,43.61009979,55.979702,34.75547409
"South","Forsyth","NC",3120,NA,661,265878,11.19999981,7.099999905,5.199999809,7976,24.10000038,37923,0.400000006,42.09999847,45.40000153,12.30000019,74.06329346,24.86177826,43.73208618
"South","Franklin","NC",6640,NA,77,36414,26.20000076,7.800000191,5.599999905,3132,9.199999809,29180,4.599999905,49.09999847,35.20000076,15.5,63.95342636,35.26940155,36.43104172
"South","Gaston","NC",1520,NA,501,175093,9.899999619,7.199999809,4.900000095,6691,10.80000019,32656,0.400000006,31.10000038,56.5,12.19999981,86.16449738,12.95083141,35.08706665
"South","Gates","NC",NA,NA,28,9305,6.400000095,8.699999809,5.900000095,1804,7.400000095,27829,9.300000191,57.5,30.20000076,12.19999981,54.81998825,44.92208481,41.20365524
"South","Graham","NC",NA,NA,25,7196,2.400000095,9.699999809,6.400000095,833,10,19654,3.5,40,49.5,10.39999962,93.53807831,0.01389661,53.86325836
"South","Granville","NC",NA,NA,74,38345,15.10000038,7.300000191,5.099999905,4801,9.600000381,31708,4.300000191,50.90000153,37.40000153,10.89999962,60.16168976,38.88121033,31.62863541
"South","Greene","NC",NA,NA,59,15384,-2.200000048,7.5,4.800000191,2462,8.899999619,27206,7.199999809,48.29999924,38,13.60000038,56.85777283,42.38819504,37.25949097
"South","Guilford","NC",3120,NA,550,347420,12.80000019,7,4.900000095,7990,24.79999924,36754,0.600000024,45.29999924,41.09999847,13.39999962,71.83927155,26.38161278,42.13890839
"South","Halifax","NC",NA,NA,77,55516,2,8.399999619,5.800000191,5429,8.600000381,22507,2,55.90000153,32.40000153,11.5,46.84955597,49.69017792,32.07003403
"South","Harnett","NC",NA,NA,117,67822,16.60000038,7,4.699999809,5895,9.5,25770,3.200000048,40.5,46.59999847,12.80000019,75.36934662,22.58116913,30.86314201
"South","Haywood","NC",NA,NA,87,46942,3.299999952,10.69999981,7.5,3473,12.80000019,26820,3.099999905,49.40000153,34.70000076,15.69999981,98.01670074,1.380426884,44.75522995
"South","Henderson","NC",NA,NA,192,69285,22.5,12.89999962,9,3408,19.5,31331,1.799999952,32.5,51.40000153,15.89999962,95.48675537,3.407664061,47.73327637
"South","Hertford","NC",NA,NA,64,22523,-3.599999905,8.399999619,6.199999809,3949,10.69999981,21696,2.299999952,60.09999847,28.79999924,11,40.90929413,57.58557892,34.06295776
"South","Hoke","NC",NA,NA,60,22856,14.89999962,5.800000191,3.5,3879,8.399999619,25601,2.5,58.90000153,27,14,42.15523148,43.21841049,27.72576141
"South","Hyde","NC",NA,NA,9,5411,-8.699999809,9.100000381,7.5,909,7.699999809,19929,7.699999809,52.70000076,32.29999924,14.89999962,66.45721436,32.91443253,42.28423691
"South","Iredell","NC",NA,NA,169,92931,17.29999924,7.800000191,5.400000095,2197,11.80000019,33249,1.799999952,34,49.79999924,15.89999962,83.07991791,16.00004387,41.94509888
"South","Jackson","NC",NA,NA,56,26846,6.699999809,7.900000095,5.900000095,2573,19.70000076,25826,0.699999988,49.79999924,37,13.10000038,87.94233704,1.583103657,43.05296707
"South","Johnston","NC",6640,NA,109,81306,22,7.800000191,4.900000095,5914,11.10000038,30269,4.900000095,35.59999847,48.70000076,15.60000038,80.89562988,17.69734001,38.96268463
"South","Jones","NC",NA,NA,20,9414,-2.900000095,9,5.300000191,0,8.100000381,24137,5.400000095,51,37.40000153,11.5,60.41002655,39.05884933,40.85404587
"South","Lee","NC",NA,NA,168,41374,17.5,8.300000191,4.800000191,7931,14.30000019,31751,2.200000048,39.90000153,45.40000153,14.5,75.448349,22.72200012,35.43046188
"South","Lenoir","NC",NA,NA,145,57274,-3,8.399999619,5.300000191,6374,11.5,26570,2.799999952,44.29999924,45,10.60000038,59.92596817,39.35293579,34.64399338
"South","Lincoln","NC",1520,NA,176,50319,24.10000038,7.199999809,4.400000095,3535,10.5,32435,1.799999952,36.5,49.29999924,14.10000038,90.84043884,8.16391468,44.42655945
"South","McDowell","NC",NA,NA,82,35681,3,8.5,6,3585,8.100000381,27018,0.899999976,39.90000153,45.79999924,14.10000038,95.01135254,4.1450634,37.26072693
"South","Macon","NC",NA,NA,47,23499,20.29999924,12.89999962,9.600000381,1040,13.19999981,25655,2.200000048,41,42.5,16.20000076,97.53180695,1.638367534,47.99778748
"South","Madison","NC",480,NA,38,16953,2.599999905,9.199999809,7.5,977,11.30000019,23963,13.39999962,49.79999924,39.09999847,10.69999981,98.7671814,0.802217901,47.12440109
"South","Martin","NC",NA,NA,55,25078,-2.799999952,8.800000191,5.699999809,5806,9.5,25124,5.699999809,50.79999924,36.90000153,12.19999981,54.98046112,44.6048317,31.96427155
"South","Mecklenburg","NC",1520,NA,1020,511433,33,5.699999809,3.700000048,11154,28.29999924,40904,0.100000001,42.5,43.59999847,13.69999981,71.29985809,26.29239845,44.65394211
"South","Mitchell","NC",NA,NA,66,14433,0.899999976,9.800000191,7.900000095,1616,9.199999809,24063,3.400000095,24.60000038,62.79999924,12.5,99.45264435,0.159357026,48.60389328
"South","Montgomery","NC",NA,NA,47,23346,3.799999952,8.300000191,5.300000191,4004,7.800000191,26402,2,48.29999924,38.70000076,12.89999962,71.84528351,25.70461655,39.24012756
"South","Moore","NC",NA,NA,88,59013,21.29999924,13.30000019,7.5,4208,19.89999962,32747,1.600000024,36.29999924,46.79999924,16.70000076,80.42973328,18.44000435,45.05956268
"South","Nash","NC",6895,NA,149,76677,19.89999962,7.599999905,4.800000191,6576,13.69999981,31094,2.400000095,36.20000076,48.29999924,15.19999981,67.65261841,31.48532104,38.97648621
